Id(0) | Название(1) | Тип(2) | Сечение/Ячейка(3) | Диаметр(4) | Высота листа, рулона/длина хлыста C(5) | Высота листа, рулона/длина хлыста Т(6)| Ширина листа/длина рулона С(7) | Ширина листа/длина рулона Т(8) | Толщина(9) | Цвет/Покрытие(10) | Цена С(11) | Цена Т(12) | Наличие С(13) | Наличие Т(14) | Примечание(15)
Ст-5PJГЛВ; Столб; круглый; ; 60.0; 2.5; 2.5; ; ; 5.0; ; 970.0; 970.0; 1; 1; ;
Ст-C3NБ2; Столб; круглый; ; 45.0; 2.6; 2.6; ; ; 2.0; ; 500.0; 500.0; 1; 1; ;
Ст-B8TБ2; Столб; круглый; ; 57.0; 2.75; 2.75; ; ; 3.0-3.5; ; 820.0; ; 1; 1; ;
Ст-A7TГЛВ; Столб; круглый; ; 48.0; 3.0; 3.0; ; ; 2.5-3.5; ; 740.0; 740.0; 1; 1; ;
Ст-AU7Б2; Столб; профильный; 40х40; ; 3.0; 3.0; ; ; 1.5; ; 470.0; 470.0; 1; 1; ;
Ст-AUCБ2; Столб; профильный; 50х50; ; 3.0; 3.0; ; ; 1.5-2.0; ; 670.0; ; 1; 1; ;
Ст-AUYБ2; Столб; профильный; 60х30; ; 3.0; 3.0; ; ; 1.5-2.0; ; 630.0; 630.0; 1; 1; ;
Ст-AU8Б2; Столб; профильный; 60х40; ; 3.0; 3.0; ; ; 1.5-2.0; ; 700.0; 700.0; 1; 1; ;
Ст-8KWГЛВ; Столб; профильный; 60х60; ; 3.0; 3.0; ; ; 2.0; ; 870.0; 870.0; 1; 1; ;
Ст-ADSБ2; Столб; профильный; 56х36; ; 2.0; 2.0; ; ; 1.5; зеленый 6005; ; 1230.0; 1; 1; ;
Ст-BX6ГЛВ; Столб; профильный; 60х40; ; 2.0; 2.0; ; ; 1.2; зеленый 6005; 1230.0; ; 1; 1; ;
Ст-BC4Б2; Столб; профильный; 51; ; 2.5; 2.5; ; ; 1.2; зеленый 6005; 1280.0; 1280.0; 1; 1; ;
Ст-A6YГЛВ; Столб; профильный; 56х36; ; 2.5; 2.5; ; ; 1.5; зеленый 6005; 1380.0; 1380.0; 1; 1; ;
Ст-AQAБ2; Столб; профильный; 60х40; ; 2.5; 2.5; ; ; 1.4; зеленый 6005; 1260.0; 1260.0; 1; 1; ;
Ст-BC2Б2; Столб; профильный; 60х40; ; 2.5; 2.5; ; ; 1.4; шоколад 8017; 1610.0; 1610.0; 1; 1; ;

Направляющие:
Н-9U6ГЛВ; Труба профильная; ; 40х20; ; 6.0; 6.2; ; ; 1.2; ; 157.0; 127.0; 1; 1; ;
Н-HKГЛВ; Труба профильная; ; 40х20; ; 6.0; 6.2; ; ; 1.5; ; 157.0; 126.0; 1; 1; ;
Н-HLГЛВ; Труба профильная; ; 40х20; ; 6.0; 6.2; ; ; 2.0; ; 184.0; 147.0; 1; 1; ;
Н-A65ГЛВ; Труба профильная; ; 40х20; ; 6.0; 6.2; ; ; 3.0; ; 252.0; 202.0; 1; 1; ;
Н-4GOГЛВ; Проволока вязальная; ; ; 0.8; ; ; ; ; null; Черная; 222.0; ; 1; 1; Вес 1 ед. в Самаре - 30 кг, в Тольятти - 30-150 кг;
Н-9V6Б2; Проволока вязальная; ; ; 0.8; ; ; ; ; null; Черная; 278.0; ; 1; 1; Вес 1 ед. в Самаре - 25--30 кг, в Тольятти - 25.5-150 кг;
Н-4ZUГЛВ; Проволока вязальная; ; ; 0.8; ; ; ; ; null; Черная; 333.0; 290.0; 1; 1; Вес 1 ед. в Самаре - 1.0--17.0 кг, в Тольятти - 1.0-10.0 кг;
Н-AS1Б2; Проволока вязальная; ; ; 0.8; ; ; ; ; null; Оцинкованная; 253.0; 220.0; 1; 1; Вес 1 ед. в Самаре - 140 кг, в Тольятти - 25 кг;
Н-AS2Б2; Проволока вязальная; ; ; 0.8; ; ; ; ; null; Оцинкованная; 316.0; ; 1; 1; Вес 1 ед. в Самаре - 25--140 кг, в Тольятти - 98 кг;
Н-AS3Б2; Проволока вязальная; ; ; 0.8; ; ; ; ; null; Оцинкованная; 380.0; 329.0; 1; 1; Вес 1 ед. в Самаре -  кг, в Тольятти - 1-10 кг;
Н-4GQГЛВ; Проволока вязальная; ; ; 1.0; ; ; ; ; null; Черная; 163.0; 141.0; 1; 1; Вес 1 ед. в Самаре - 63--100 кг, в Тольятти - 50-150 кг;
Н-9V7Б2; Проволока вязальная; ; ; 1.0; ; ; ; ; null; Черная; 203.0; ; 1; 1; Вес 1 ед. в Самаре - 25--63 кг, в Тольятти - 50-150 кг;
Н-59SГЛВ; Проволока вязальная; ; ; 1.0; ; ; ; ; null; Черная; 245.0; 212.0; 1; 1; Вес 1 ед. в Самаре - 1.0; 3.0 кг, в Тольятти - 1.0-10.0 кг;
Н-3XRГЛВ; Проволока вязальная; ; ; 1.2; ; ; ; ; null; Черная; 155.0; 134.0; 1; 1; Вес 1 ед. в Самаре - 70--110 кг, в Тольятти - 25-150 кг;
Н-9V8Б2; Проволока вязальная; ; ; 1.2; ; ; ; ; null; Черная; 193.0; ; 1; 1; Вес 1 ед. в Самаре - 25--70 кг, в Тольятти - 50-150 кг;
Н-A88ГЛВ; Проволока вязальная; ; ; 1.2; ; ; ; ; null; Черная; 233.0; 203.0; 1; 1; Вес 1 ед. в Самаре - 1.0; 3.0 кг, в Тольятти - 1.1-10.0 кг;
Н-AX5Б2; Проволока вязальная; ; ; черная; ; ; ; ; null; Черная; 169.0; 147.0; 1; 1; Вес 1 ед. в Самаре - прутки 0.4 м кг, в Тольятти - прутки 0.4 м кг;
Н-A86Б2; Проволока вязальная; ; ; 1.2; ; ; ; ; null; Оцинкованная; 178.0; 155.0; 1; 1; Вес 1 ед. в Самаре - 210; 330; 345; 355 кг, в Тольятти - 98 кг;
Н-A87ГЛВ; Проволока вязальная; ; ; 1.2; ; ; ; ; null; Оцинкованная; 222.0; ; 1; 1; Вес 1 ед. в Самаре - 25--210 кг, в Тольятти - 2х25 кг кг;
Н-4WVГЛВ; Проволока вязальная; ; ; 1.2; ; ; ; ; null; Оцинкованная; 267.0; 232.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 1.2-10 кг;
Н-AKCГЛВ; Проволока вязальная; ; ; 1.4; ; ; ; ; null; Черная; 155.0; 134.0; 1; 1; Вес 1 ед. в Самаре - 75 -- 90 кг, в Тольятти - 30 кг;
Н-AKDГЛВ; Проволока вязальная; ; ; 1.4; ; ; ; ; null; Черная; 193.0; ; 1; 1; Вес 1 ед. в Самаре - 25--75 кг, в Тольятти - 164 кг;
Н-AKGГЛВ; Проволока вязальная; ; ; 1.4; ; ; ; ; null; Черная; 233.0; 203.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 1.2-10 кг;
Н-3XSГЛВ; Проволока вязальная; ; ; 1.6; ; ; ; ; null; Черная; 155.0; 134.0; 1; 1; Вес 1 ед. в Самаре - 165 -- 185 кг, в Тольятти - 54-150 кг;
Н-9V9Б2; Проволока вязальная; ; ; 1.6; ; ; ; ; null; Черная; 193.0; ; 1; 1; Вес 1 ед. в Самаре - 25--165 кг, в Тольятти - 50-150 кг;
Н-4ZVГЛВ; Проволока вязальная; ; ; 1.6; ; ; ; ; null; Черная; 233.0; 203.0; 1; 1; Вес 1 ед. в Самаре - 1.0; 3.0 кг, в Тольятти - 1.050-10.0 кг;
Н-AJOГЛВ; Проволока вязальная; ; ; 1.6'; ; ; ; ; null; Черная; 198.0; ; 1; 1; Вес 1 ед. в Самаре - моток 50м кг, в Тольятти - моток 50м кг;
Н-AMTГЛВ; Проволока вязальная; ; ; 1.6; ; ; ; ; null; Оцинкованная; ; 140.0; 1; 1; Вес 1 ед. в Самаре - 140 кг, в Тольятти - 50-100 кг;
Н-AN3Б2; Проволока вязальная; ; ; 1.6; ; ; ; ; null; Оцинкованная; 242.0; 211.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 1.8 кг;
Н-AOVГЛВ; Проволока вязальная; ; ; 1.8; ; ; ; ; null; Черная; 144.0; 125.0; 1; 1; Вес 1 ед. в Самаре - 105--120 кг, в Тольятти - 50-150 кг;
Н-AOWГЛВ; Проволока вязальная; ; ; 1.8; ; ; ; ; null; Черная; 180.0; ; 1; 1; Вес 1 ед. в Самаре - 25--105 кг, в Тольятти - 50-150 кг;
Н-AOXГЛВ; Проволока вязальная; ; ; 1.8; ; ; ; ; null; Черная; 216.0; 189.0; 1; 1; Вес 1 ед. в Самаре - 3.0-- 6.2 кг, в Тольятти - 1.80-10.0 кг;
Н-APFБ2; Проволока вязальная; ; ; 1.8; ; ; ; ; null; Оцинкованная; 161.0; 140.0; 1; 1; Вес 1 ед. в Самаре - 270 кг, в Тольятти - 105;110 кг;
Н-APGБ2; Проволока вязальная; ; ; 1.8; ; ; ; ; null; Оцинкованная; 201.0; ; 1; 1; Вес 1 ед. в Самаре - 25--270 кг, в Тольятти - 105;110 кг;
Н-APHБ2; Проволока вязальная; ; ; 1.8; ; ; ; ; null; Оцинкованная; 242.0; 211.0; 1; 1; Вес 1 ед. в Самаре - 1.0; 3.0 кг, в Тольятти - 5 кг;
Н-3XTГЛВ; Проволока вязальная; ; ; 2.0; ; ; ; ; null; Черная; 144.0; 125.0; 1; 1; Вес 1 ед. в Самаре - 65 -- 150 кг, в Тольятти - 25-150 кг;
Н-9VAБ2; Проволока вязальная; ; ; 2.0; ; ; ; ; null; Черная; 180.0; ; 1; 1; Вес 1 ед. в Самаре - 25--65 кг, в Тольятти - 25-150 кг;
Н-4WXГЛВ; Проволока вязальная; ; ; 2.0; ; ; ; ; null; Черная; 216.0; 189.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 1.0-10.0 кг;
Н-AJPГЛВ; Проволока вязальная; ; ; 2.0'; ; ; ; ; null; Черная; 555.0; ; 1; 1; Вес 1 ед. в Самаре - моток 50м кг, в Тольятти - моток 50м кг;
Н-9PBБ2; Проволока вязальная; ; ; 2.0; ; ; ; ; null; Оцинкованная; 160.0; 139.0; 1; 1; Вес 1 ед. в Самаре - 600; 800;  870; 980 кг, в Тольятти - 25;110 кг;
Н-9VBБ2; Проволока вязальная; ; ; 2.0; ; ; ; ; null; Оцинкованная; 200.0; ; 1; 1; Вес 1 ед. в Самаре - 25--600 кг, в Тольятти - 105;110 кг;
Н-9PCБ2; Проволока вязальная; ; ; 2.0; ; ; ; ; null; Оцинкованная; 240.0; 208.0; 1; 1; Вес 1 ед. в Самаре - 1.0; 3.0 кг, в Тольятти - 1.3 кг;
Н-AM1ГЛВ; Проволока вязальная; ; ; 2.5; ; ; ; ; null; Оцинкованная; 160.0; ; 1; 1; Вес 1 ед. в Самаре - 223; 560; 780 кг, в Тольятти - 105;110 кг;
Н-AM5Б2; Проволока вязальная; ; ; 2.5; ; ; ; ; null; Оцинкованная; 200.0; ; 1; 1; Вес 1 ед. в Самаре - 25--223 кг, в Тольятти - 105;110 кг;
Н-AM9ГЛВ; Проволока вязальная; ; ; 2.5; ; ; ; ; null; Оцинкованная; 240.0; 208.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 1-10 кг;
Н-3XUГЛВ; Проволока вязальная; ; ; 3.0; ; ; ; ; null; Черная; 129.0; 112.0; 1; 1; Вес 1 ед. в Самаре - 100 -- 185 кг, в Тольятти - 40-150 кг;
Н-9VCБ2; Проволока вязальная; ; ; 3.0; ; ; ; ; null; Черная; 161.0; ; 1; 1; Вес 1 ед. в Самаре - 25--100 кг, в Тольятти - 50-150 кг;
Н-4ZWГЛВ; Проволока вязальная; ; ; 3.0; ; ; ; ; null; Черная; 194.0; 168.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 1-10.0 кг;
Н-AASГЛВ; Проволока вязальная; ; ; 3.0; ; ; ; ; null; Оцинкованная; 160.0; 139.0; 1; 1; Вес 1 ед. в Самаре - 330; 730 кг, в Тольятти - 80 кг;
Н-AAVГЛВ; Проволока вязальная; ; ; 3.0; ; ; ; ; null; Оцинкованная; 200.0; ; 1; 1; Вес 1 ед. в Самаре - 25--330 кг, в Тольятти - 105;110 кг;
Н-AAUГЛВ; Проволока вязальная; ; ; 3.0; ; ; ; ; null; Оцинкованная; 240.0; 208.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 1.5 кг;
Н-3XVГЛВ; Проволока вязальная; ; ; 4.0; ; ; ; ; null; Черная; 129.0; 112.0; 1; 1; Вес 1 ед. в Самаре - 100 -- 185 кг, в Тольятти - 25-150 кг;
Н-9VDБ2; Проволока вязальная; ; ; 4.0; ; ; ; ; null; Черная; 161.0; ; 1; 1; Вес 1 ед. в Самаре - 25--100 кг, в Тольятти - 50-150 кг;
Н-4Y1ГЛВ; Проволока вязальная; ; ; 4.0; ; ; ; ; null; Черная; 194.0; 168.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 0.1-10.0 кг;
Н-9XAБ2; Проволока вязальная; ; ; 4.0; ; ; ; ; null; Оцинкованная; 160.0; 139.0; 1; 1; Вес 1 ед. в Самаре - 720 кг, в Тольятти - 50-150 кг;
Н-9XBБ2; Проволока вязальная; ; ; 4.0; ; ; ; ; null; Оцинкованная; 200.0; ; 1; 1; Вес 1 ед. в Самаре - 25--720 кг, в Тольятти - 2х25 кг кг;
Н-ADDГЛВ; Проволока вязальная; ; ; 4.0; ; ; ; ; null; Оцинкованная; 240.0; 208.0; 1; 1; Вес 1 ед. в Самаре - 3.0 кг, в Тольятти - 1-10 кг;
Н-5N5ГЛВ; Проволока вязальная; ; ; 5.0; ; ; ; ; null; Черная; 129.0; 112.0; 1; 1; Вес 1 ед. в Самаре - 100 -- 120 кг, в Тольятти - 50-180 кг;
Н-9VEБ2; Проволока вязальная; ; ; 5.0; ; ; ; ; null; Черная; 161.0; ; 1; 1; Вес 1 ед. в Самаре - 25--100 кг, в Тольятти - 50-180 кг;
Н-5N6ГЛВ; Проволока вязальная; ; ; 5.0; ; ; ; ; null; Черная; 194.0; 168.0; 1; 1; Вес 1 ед. в Самаре - 5.0 кг, в Тольятти - 1.0-10.0 кг;
Н-5KFГЛВ; Проволока вязальная; ; ; 6.0; ; ; ; ; null; Черная; 129.0; 112.0; 1; 1; Вес 1 ед. в Самаре - 150 -- 180 кг, в Тольятти - 50-150 кг;
Н-9VFБ2; Проволока вязальная; ; ; 6.0; ; ; ; ; null; Черная; 161.0; ; 1; 1; Вес 1 ед. в Самаре - 25--150 кг, в Тольятти - 50-150 кг;
Н-5N3ГЛВ; Проволока вязальная; ; ; 6.0; ; ; ; ; null; Черная; 194.0; 168.0; 1; 1; Вес 1 ед. в Самаре - 5 кг, в Тольятти - 1.0-10.0 кг;
Н-BTEБ2; Проволока вязальная; ; ; 6.0; ; ; ; ; null; Оцинкованная; 160.0; 139.0; 1; 1; Вес 1 ед. в Самаре - 180; 710 кг, в Тольятти - 50-150 кг;
Н-BTFБ2; Проволока вязальная; ; ; 6.0; ; ; ; ; null; Оцинкованная; 200.0; ; 1; 1; Вес 1 ед. в Самаре - 25--180 кг, в Тольятти - 50-150 кг;
Н-BTNБ2; Проволока вязальная; ; ; 6.0; ; ; ; ; null; Оцинкованная; 240.0; 208.0; 1; 1; Вес 1 ед. в Самаре - 6.0 кг, в Тольятти -  кг;

Сопутствующие:
Со-A7EГЛВ; Заглушки пластиковые; Плоские, Внутренние; Ду 15; ; ; ; ; ; null; ; 17.0; 13.0; 1; 1; ;
Со-AS5Б2; Заглушки пластиковые; Плоские, Внутренние; 16; ; ; ; ; ; null; ; 7.0; 5.0; 1; 1; ;
Со-AS6Б2; Заглушки пластиковые; Колпак, Наружние; 16; ; ; ; ; ; null; ; 8.0; ; 1; 1; ;
Со-AS7Б2; Заглушки пластиковые; Плоские, Внутренние; 18; ; ; ; ; ; null; ; 9.0; 7.0; 1; 1; ;
Со-AS8Б2; Заглушки пластиковые; Колпак, Наружние; 18; ; ; ; ; ; null; ; 9.0; ; 1; 1; ;
Со-A7FГЛВ; Заглушки пластиковые; Плоские, Внутренние; Ду 20; ; ; ; ; ; null; ; 18.0; 14.0; 1; 1; ;
Со-AS9Б2; Заглушки пластиковые; Сферические, Внутренние; 20; ; ; ; ; ; null; ; 8.0; ; 1; 1; ;
Со-ASAБ2; Заглушки пластиковые; Колпак, Наружние; 20; ; ; ; ; ; null; ; 9.0; ; 1; 1; ;
Со-ASBБ2; Заглушки пластиковые; Плоские, Внутренние; 20; ; ; ; ; ; null; ; 9.0; ; 1; 1; ;
Со-ASDБ2; Заглушки пластиковые; Колпак, Наружние; 22; ; ; ; ; ; null; ; 9.0; ; 1; 1; ;
Со-B7SБ2; Заглушки пластиковые; Плоские, Внутренние; 22; ; ; ; ; ; null; ; 9.0; 7.0; 1; 1; ;
Со-A7GГЛВ; Заглушки пластиковые; Плоские, Внутренние; Ду 25; ; ; ; ; ; null; ; 29.0; 22.0; 1; 1; ;
Со-ASFБ2; Заглушки пластиковые; Плоские, Внутренние; 25; ; ; ; ; ; null; ; 10.0; 7.0; 1; 1; ;
Со-A7HГЛВ; Заглушки пластиковые; Плоские, Внутренние; Ду 32; ; ; ; ; ; null; ; 29.0; 21.0; 1; 1; ;
Со-ASHБ2; Заглушки пластиковые; Плоские, Внутренние; 32; ; ; ; ; ; null; ; 15.0; 11.0; 1; 1; ;
Со-ASVБ2; Заглушки пластиковые; Плоские, внутренние; 38; ; ; ; ; ; null; ; 14.0; 10.0; 1; 1; ;
Со-A7IГЛВ; Заглушки пластиковые; Плоские, Внутренние; Ду 40; ; ; ; ; ; null; ; 35.0; 25.0; 1; 1; ;
Со-BTZБ2; Заглушки пластиковые; Плоские, Внутренние; 40; ; ; ; ; ; null; ; 17.0; 13.0; 1; 1; ;
Со-B7TБ2; Заглушки пластиковые; Плоские, Внутренние; 45; ; ; ; ; ; null; ; 27.0; 19.0; 1; 1; ;
Со-BU1Б2; Заглушки пластиковые; Плоские, Внутренние; 51; ; ; ; ; ; null; ; 26.0; 19.0; 1; 1; ;
Со-A7BГЛВ; Заглушки пластиковые; Плоские, Внутренние; 57; ; ; ; ; ; null; ; 27.0; 19.0; 1; 1; ;
Со-9NMБ2; Заглушки пластиковые; Плоские, Внутренние; 60; ; ; ; ; ; null; ; 45.0; 32.0; 1; 1; ;
Со-AF7Б2; Заглушки пластиковые; Плоские, Внутренние; 73; ; ; ; ; ; null; ; 48.0; 35.0; 1; 1; ;
Со-A7CГЛВ; Заглушки пластиковые; Плоские, Внутренние; 76; ; ; ; ; ; null; ; 54.0; 39.0; 1; 1; ;
Со-ASIБ2; Заглушки пластиковые; Сферические, Внутренние; 76; ; ; ; ; ; null; ; 46.0; ; 1; 1; ;
Со-A44ГЛВ; Заглушки пластиковые; Плоские, Внутренние; 89; ; ; ; ; ; null; ; 61.0; 43.0; 1; 1; ;
Со-ASXБ2; Заглушки пластиковые; Плоские, Внутренние; 102; ; ; ; ; ; null; ; 100.0; 72.0; 1; 1; ;
Со-A7DГЛВ; Заглушки пластиковые; Плоские, Внутренние; 108; ; ; ; ; ; null; ; 104.0; 75.0; 1; 1; ;
Со-ASYБ2; Заглушки пластиковые; Плоские, Внутренние; 133; ; ; ; ; ; null; ; 187.0; 133.0; 1; 1; ;
Со-BFNБ2; Заглушки пластиковые; Колпак, Наружние; 159; ; ; ; ; ; null; ; 295.0; 211.0; 1; 1; ;
Со-ASJБ2; Заглушки пластиковые; Плоские, Внутренние; 10х10; ; ; ; ; ; null; ; 21.0; 15.0; 1; 1; ;
Со-9NOБ2; Заглушки пластиковые; Плоские, Внутренние; 15х15; ; ; ; ; ; null; ; 6.0; 5.0; 1; 1; ;
Со-ASLБ2; Заглушки пластиковые; Колпак, Наружние; 15х15; ; ; ; ; ; null; ; 6.0; ; 1; 1; ;
Со-ASKБ2; Заглушки пластиковые; Плоские, Внутренние; 20х10; ; ; ; ; ; null; ; 11.0; 8.0; 1; 1; ;
Со-9NNБ2; Заглушки пластиковые; Плоские, Внутренние; 20х20; ; ; ; ; ; null; ; 8.0; 5.0; 1; 1; ;
Со-ASMБ2; Заглушки пластиковые; Колпак, Наружние; 20х20; ; ; ; ; ; null; ; 9.0; ; 1; 1; ;
Со-9NPБ2; Заглушки пластиковые; Плоские, Внутренние; 25х25; ; ; ; ; ; null; ; 9.0; 7.0; 1; 1; ;
Со-AO8Б2; Заглушки пластиковые; Плоские, Внутренние; 30х15; ; ; ; ; ; null; ; 8.0; 6.0; 1; 1; ;
Со-ASPБ2; Заглушки пластиковые; Плоскоовальные, Внутренние; 30х15; ; ; ; ; ; null; ; 15.0; ; 1; 1; ;
Со-ADWГЛВ; Заглушки пластиковые; Плоские, Внутренние; 30х20; ; ; ; ; ; null; ; 12.0; 9.0; 1; 1; ;
Со-ASQБ2; Заглушки пластиковые; Колпак, Наружние; 30х20; ; ; ; ; ; null; ; 8.0; ; 1; 1; ;
Со-9NQБ2; Заглушки пластиковые; Плоские, Внутренние; 30х30; ; ; ; ; ; null; ; 15.0; 11.0; 1; 1; ;
Со-ASRБ2; Заглушки пластиковые; Колпак, Наружние; 30х30; ; ; ; ; ; null; ; 12.0; ; 1; 1; ;
Со-9NRБ2; Заглушки пластиковые; Плоские, Внутренние; 40х20; ; ; ; ; ; null; ; 12.0; 9.0; 1; 1; ;
Со-9V1ГЛВ; Заглушки пластиковые; Плоские, Внутренние; 40х25; ; ; ; ; ; null; ; 9.0; 7.0; 1; 1; ;
Со-9S8ГЛВ; Заглушки пластиковые; Плоские, Внутренние; 40х40; ; ; ; ; ; null; ; 15.0; 11.0; 1; 1; ;
Со-AINГЛВ; Заглушки пластиковые; Домик, Внутренние; 40х40; ; ; ; ; ; null; ; 22.0; 16.0; 1; 1; ;
Со-9NSБ2; Заглушки пластиковые; Плоские, Внутренние; 50х25; ; ; ; ; ; null; ; 15.0; 11.0; 1; 1; ;
Со-ASSБ2; Заглушки пластиковые; Колпак, Наружние; 50х25; ; ; ; ; ; null; ; 16.0; ; 1; 1; ;
Со-AO9Б2; Заглушки пластиковые; Плоские, Внутренние; 50х30; ; ; ; ; ; null; ; 16.0; 12.0; 1; 1; ;
Со-9NTБ2; Заглушки пластиковые; Плоские, Внутренние; 50х50; ; ; ; ; ; null; ; 14.0; 11.0; 1; 1; ;
Со-AIMГЛВ; Заглушки пластиковые; Домик, Внутренние; 50х50; ; ; ; ; ; null; ; 25.0; 18.0; 1; 1; ;
Со-9NUБ2; Заглушки пластиковые; Плоские, Внутренние; 60х30; ; ; ; ; ; null; ; 21.0; 15.0; 1; 1; ;
Со-ASTБ2; Заглушки пластиковые; Колпак, Наружние; 60х30; ; ; ; ; ; null; ; 21.0; ; 1; 1; ;
Со-9NVБ2; Заглушки пластиковые; Плоские, Внутренние; 60х40; ; ; ; ; ; null; ; 24.0; 18.0; 1; 1; ;
Со-ASUБ2; Заглушки пластиковые; Колпак, Наружние; 60х40; ; ; ; ; ; null; ; 23.0; ; 1; 1; ;
Со-9NWБ2; Заглушки пластиковые; Плоские, Внутренние; 60х60; ; ; ; ; ; null; ; 26.0; 19.0; 1; 1; ;
Со-9ZHГЛВ; Заглушки пластиковые; Домик, Внутренние; 60х60; ; ; ; ; ; null; ; 36.0; 26.0; 1; 1; ;
Со-ADZГЛВ; Заглушки пластиковые; Колпак, Наружние; 60х60; ; ; ; ; ; null; ; 23.0; 16.0; 1; 1; ;
Со-B7UБ2; Заглушки пластиковые; Шар, Внутренние; 60х60; ; ; ; ; ; null; ; 133.0; 95.0; 1; 1; ;
Со-BTXБ2; Заглушки пластиковые; Плоские, Внутренние; 70х70; ; ; ; ; ; null; ; 68.0; 49.0; 1; 1; ;
Со-9V0ГЛВ; Заглушки пластиковые; Плоские, Внутренние; 80х40; ; ; ; ; ; null; ; 26.0; 19.0; 1; 1; ;
Со-ADXГЛВ; Заглушки пластиковые; Плоские, Внутренние; 80х60; ; ; ; ; ; null; ; 32.0; 23.0; 1; 1; ;
Со-9NXБ2; Заглушки пластиковые; Плоские, Внутренние; 80х80; ; ; ; ; ; null; ; 39.0; 28.0; 1; 1; ;
Со-A43ГЛВ; Заглушки пластиковые; Домик, Внутренние; 80х80; ; ; ; ; ; null; ; 53.0; 39.0; 1; 1; ;
Со-AE0ГЛВ; Заглушки пластиковые; Колпак, Наружние; 80х80; ; ; ; ; ; null; ; 33.0; 23.0; 1; 1; ;
Со-ACCГЛВ; Заглушки пластиковые; Плоские, Внутренние; 100х50; ; ; ; ; ; null; ; 85.0; 60.0; 1; 1; ;
Со-9NYБ2; Заглушки пластиковые; Плоские, Внутренние; 100х100; ; ; ; ; ; null; ; 90.0; 64.0; 1; 1; ;
Со-9ZKГЛВ; Заглушки пластиковые; Домик, Внутренние; 100х100; ; ; ; ; ; null; ; 72.0; 52.0; 1; 1; ;
Со-AE1ГЛВ; Заглушки пластиковые; Колпак, Наружние; 100х100; ; ; ; ; ; null; ; 45.0; ; 1; 1; ;
Со-ADYГЛВ; Заглушки пластиковые; Плоские, Внутренние; 120х120; ; ; ; ; ; null; ; 129.0; 93.0; 1; 1; ;
Со-B7VБ2; Заглушки пластиковые; Плоские, Внутренние; 140х140; ; ; ; ; ; null; ; 338.0; ; 1; 1; ;
Со-B7WБ2; Заглушки пластиковые; Плоские, Внутренние; 160х160; ; ; ; ; ; null; ; 383.0; ; 1; 1; ;
Со-AR0ГЛВ; Калитка; ;  Zn; ; 2030.0; 2030.0; ; 1000.0; null; ; 15800.0; 15800.0; 1; 1; ;
Со-AXOБ2; Засов; Г-образный; ; ; 400.0; 400.0; ; ; null; ; 334.0; 290.0; 1; 1; ;
Со-AXPБ2; Засов; Т-образный; ; ; 400.0; 400.0; ; ; null; ; 329.0; 285.0; 1; 1; ;
Со-C06ГЛВ; Засов; с пруж.; ; ; 210.0; 210.0; ; ; null; ; 281.0; 201.0; 1; 1; ;

